Transcript stable ID	CCDS ID
ENST00000503235	CCDS75093
ENST00000437838	
ENST00000466431	
ENST00000502256	
ENST00000636053	
ENST00000517846	
ENST00000409194	CCDS2263
ENST00000297164	CCDS4265
ENST00000636742	
ENST00000517687	
ENST00000452821	
ENST00000428481	
ENST00000505186	
ENST00000444770	
ENST00000517794	
ENST00000507686	
ENST00000436032	
ENST00000496444	
ENST00000614304	
ENST00000392541	CCDS2263
ENST00000624534	
ENST00000511352	
ENST00000518856	
ENST00000487471	
ENST00000600323	
ENST00000441908	CCDS62856
ENST00000378533	CCDS14245
ENST00000612302	
ENST00000504081	
ENST00000444782	CCDS4265
ENST00000600026	
ENST00000479015	
ENST00000450920	
ENST00000415988	
ENST00000497075	
ENST00000461865	
ENST00000472782	
ENST00000621597	
ENST00000432886	CCDS55401
ENST00000544439	CCDS55400
ENST00000450406	
ENST00000538295	CCDS55402
ENST00000641024	
ENST00000402340	
ENST00000342922	CCDS7931
ENST00000426026	
ENST00000428807	
ENST00000452336	
ENST00000623726	
ENST00000541953	
ENST00000610262	
ENST00000517833	
ENST00000435177	
ENST00000522060	
ENST00000621290	
ENST00000518024	
ENST00000373910	CCDS7252
ENST00000502167	
ENST00000473824	
ENST00000518831	
ENST00000606483	
ENST00000380033	CCDS14184
ENST00000615793	CCDS73139
ENST00000380030	CCDS55375
ENST00000565995	
ENST00000616908	
ENST00000517503	
ENST00000563683	
ENST00000621416	
ENST00000402799	CCDS44588
ENST00000357890	CCDS55994
ENST00000524174	
ENST00000623846	
ENST00000616227	
ENST00000623692	
ENST00000378482	CCDS14248
ENST00000565931	
ENST00000533938	
ENST00000622934	CCDS82653
ENST00000327979	CCDS13431
ENST00000611535	
ENST00000409774	CCDS1785
ENST00000619287	
ENST00000462842	
ENST00000526588	
ENST00000619874	CCDS82653
ENST00000530083	
ENST00000406482	CCDS44590
ENST00000488529	
ENST00000482129	
ENST00000281932	CCDS62891
ENST00000508074	
ENST00000525941	
ENST00000612624	
ENST00000473067	
ENST00000587244	
ENST00000624304	CCDS82653
ENST00000641409	
ENST00000359206	CCDS5605
ENST00000642095	
ENST00000462493	
ENST00000624758	CCDS82653
ENST00000045083	CCDS13431
ENST00000637493	
ENST00000623661	CCDS82653
ENST00000613426	
ENST00000493683	
ENST00000637691	
ENST00000566703	
ENST00000349238	CCDS7932
ENST00000564260	
ENST00000613894	
ENST00000402285	CCDS33202
ENST00000567365	
ENST00000616878	
ENST00000440465	
ENST00000603591	
ENST00000622843	
ENST00000299721	CCDS11973
ENST00000602784	
ENST00000265723	CCDS5606
ENST00000524412	
ENST00000444791	
ENST00000453593	CCDS5607
ENST00000315368	CCDS3434
ENST00000483578	
ENST00000621788	
ENST00000623557	
ENST00000467983	
ENST00000272317	CCDS33202
ENST00000467079	
ENST00000311027	CCDS7930
ENST00000611789	
ENST00000615074	
ENST00000510092	CCDS68684
ENST00000613814	
ENST00000469770	
ENST00000449323	
ENST00000407859	CCDS44587
ENST00000643670	
ENST00000644106	
ENST00000343813	CCDS61
ENST00000534808	
ENST00000404735	CCDS33202
ENST00000507684	
ENST00000395344	CCDS44589
ENST00000495791	
ENST00000621289	
ENST00000505080	
ENST00000473795	
ENST00000463185	
ENST00000562370	
ENST00000505991	
ENST00000417608	
ENST00000411466	
ENST00000533124	
ENST00000507809	
ENST00000358400	CCDS5607
ENST00000444117	
ENST00000471772	
ENST00000567216	
ENST00000507925	
ENST00000568988	
ENST00000395336	CCDS41642
ENST00000478196	
ENST00000265395	CCDS5414
ENST00000494756	
ENST00000526603	
ENST00000489498	
ENST00000402192	CCDS44586
ENST00000491115	
ENST00000471410	
ENST00000495843	
ENST00000438415	
ENST00000474756	
ENST00000503805	
ENST00000422579	
ENST00000468810	
ENST00000505842	
ENST00000512453	CCDS4103
ENST00000428288	
ENST00000489415	
ENST00000461618	
ENST00000480976	
ENST00000504256	
ENST00000425715	
ENST00000475216	
ENST00000524530	
ENST00000639844	
ENST00000414282	
ENST00000286824	
ENST00000515848	
ENST00000524686	
ENST00000495138	
ENST00000506973	
ENST00000496814	
ENST00000488893	
ENST00000416970	
ENST00000531157	
ENST00000405573	
ENST00000469319	
ENST00000436596	
ENST00000634938	
ENST00000494037	
ENST00000447221	
ENST00000434921	
ENST00000444567	
ENST00000504370	
ENST00000282356	CCDS4103
ENST00000438963	
ENST00000479247	
ENST00000419600	
ENST00000446218	
ENST00000358460	CCDS35305
ENST00000453206	
ENST00000460452	
ENST00000494403	
ENST00000472571	CCDS55424
ENST00000458254	
ENST00000469699	
ENST00000477847	CCDS55423
ENST00000301964	CCDS2583
ENST00000504544	
ENST00000543925	
ENST00000545474	
ENST00000489298	CCDS55422
ENST00000371692	CCDS7004
ENST00000582370	
ENST00000478918	
ENST00000492103	
ENST00000219611	CCDS10410
ENST00000371691	
ENST00000351270	CCDS7577
ENST00000440161	CCDS2583
ENST00000580553	
ENST00000515231	
ENST00000524818	
ENST00000568402	
ENST00000583143	
ENST00000460714	
ENST00000637507	
ENST00000615703	
ENST00000531661	
ENST00000425133	CCDS55425
ENST00000372921	CCDS7325
ENST00000563754	
ENST00000565010	
ENST00000542051	CCDS53579
ENST00000332132	CCDS55426
ENST00000562742	
ENST00000588180	
ENST00000566977	
ENST00000582254	
ENST00000565879	
ENST00000372919	CCDS7326
ENST00000614017	
ENST00000265849	CCDS5343
ENST00000343450	CCDS2584
ENST00000509408	
ENST00000463788	
ENST00000589987	
ENST00000567058	
ENST00000566140	
ENST00000565901	
ENST00000492635	
ENST00000514007	
ENST00000634046	
ENST00000632620	
ENST00000439043	
ENST00000504090	
ENST00000590346	
ENST00000502916	
ENST00000633613	
ENST00000492380	
ENST00000592556	
ENST00000505763	
ENST00000632035	
ENST00000266546	CCDS8575
ENST00000394847	
ENST00000509645	
ENST00000590012	
ENST00000587298	
ENST00000457720	
ENST00000510858	
ENST00000446516	
ENST00000589777	
ENST00000645235	
ENST00000512890	
ENST00000589740	
ENST00000508098	
ENST00000541667	
ENST00000511981	
ENST00000533033	
ENST00000581294	
ENST00000642292	
ENST00000588476	
ENST00000569736	
ENST00000526211	
ENST00000448550	
ENST00000524467	
ENST00000642456	
ENST00000545663	
ENST00000564041	
ENST00000568492	
ENST00000535452	
ENST00000383836	CCDS2572
ENST00000534830	
ENST00000581944	
ENST00000378581	
ENST00000562656	
ENST00000539982	
ENST00000484532	
ENST00000431424	
ENST00000537408	
ENST00000456388	
ENST00000292494	CCDS6394
ENST00000538933	
ENST00000360413	CCDS33689
ENST00000540931	
ENST00000643595	
ENST00000568659	
ENST00000491467	
ENST00000535668	
ENST00000644110	CCDS83155
ENST00000563811	
ENST00000520860	
ENST00000382321	
ENST00000621585	
ENST00000544584	
ENST00000414032	
ENST00000378578	CCDS14243
ENST00000541770	
ENST00000439463	
ENST00000568767	
ENST00000542663	
ENST00000451993	
ENST00000432389	
ENST00000450177	
ENST00000310803	CCDS45222
ENST00000623822	
ENST00000518265	
ENST00000406569	
ENST00000262518	CCDS10689
ENST00000331148	
ENST00000502591	
ENST00000558432	
ENST00000469652	
ENST00000433449	
ENST00000380416	
ENST00000561180	
ENST00000535313	
ENST00000412331	
ENST00000483083	
ENST00000234875	CCDS58
ENST00000322203	CCDS4806
ENST00000474008	
ENST00000427177	CCDS45790
ENST00000415839	
ENST00000395059	
ENST00000480661	
ENST00000621702	
ENST00000429120	CCDS6394
ENST00000441476	CCDS83155
ENST00000437353	
ENST00000225726	CCDS11643
ENST00000632394	
ENST00000528488	
ENST00000417541	
ENST00000525279	
ENST00000632720	
ENST00000522712	
ENST00000631442	
ENST00000461084	
ENST00000521699	CCDS6394
ENST00000497965	
ENST00000439997	
ENST00000594297	
ENST00000449145	
ENST00000498623	CCDS46743
ENST00000612150	
ENST00000450598	CCDS45221
ENST00000591833	
ENST00000587592	
ENST00000590698	
ENST00000591198	CCDS77122
ENST00000471204	
ENST00000592230	
ENST00000520531	
ENST00000465387	
ENST00000302177	CCDS12677
ENST00000425115	
ENST00000559830	CCDS76733
ENST00000619822	
ENST00000476955	
ENST00000462296	
ENST00000467020	
ENST00000614503	
ENST00000520466	CCDS6394
ENST00000465335	
ENST00000617814	
ENST00000381683	CCDS56230
ENST00000455744	
ENST00000494294	
ENST00000232766	CCDS33749
ENST00000369144	CCDS7608
ENST00000521003	CCDS6394
ENST00000403162	CCDS11643
ENST00000280326	CCDS3877
ENST00000582252	
ENST00000414316	
ENST00000442272	
ENST00000503026	CCDS82988
ENST00000462527	
ENST00000582331	
ENST00000436452	
ENST00000483201	
ENST00000522528	
ENST00000584112	
ENST00000526269	
ENST00000466994	
ENST00000490335	
ENST00000580986	
ENST00000515390	CCDS82989
ENST00000441955	
ENST00000484435	
ENST00000602773	
ENST00000541549	CCDS7608
ENST00000376395	CCDS6663
ENST00000414708	
ENST00000522971	CCDS6394
ENST00000647054	
ENST00000558164	
ENST00000455963	
ENST00000511700	
ENST00000464112	
ENST00000612558	
ENST00000477256	
ENST00000531784	
ENST00000519611	
ENST00000436758	
ENST00000425699	CCDS7607
ENST00000572256	
ENST00000580496	
ENST00000557875	
ENST00000341040	
ENST00000406934	
ENST00000444500	
ENST00000478340	
ENST00000623228	
ENST00000521182	
ENST00000501648	
ENST00000533705	
ENST00000590576	
ENST00000560425	
ENST00000451427	
ENST00000507974	
ENST00000464790	
ENST00000519546	
ENST00000340087	
ENST00000257468	CCDS6664
ENST00000523847	
ENST00000475560	
ENST00000482600	
ENST00000510049	
ENST00000433332	
ENST00000522024	CCDS6394
ENST00000558418	
ENST00000406721	
ENST00000033079	CCDS4195
ENST00000526134	
ENST00000485983	
ENST00000450376	
ENST00000527373	
ENST00000470951	
ENST00000460638	
ENST00000561117	
ENST00000431235	CCDS45793
ENST00000519615	
ENST00000480750	
ENST00000529923	
ENST00000560929	
ENST00000518493	
ENST00000490889	
ENST00000587237	
ENST00000624234	CCDS13960
ENST00000490348	
ENST00000217958	CCDS14536
ENST00000425075	CCDS47270
ENST00000526444	
ENST00000590294	CCDS45791
ENST00000377939	CCDS59
ENST00000531798	
ENST00000618999	
ENST00000588575	
ENST00000420893	CCDS47269
ENST00000539159	
ENST00000524858	
ENST00000590595	
ENST00000518581	
ENST00000559544	
ENST00000513640	
ENST00000458366	
ENST00000591934	
ENST00000505281	
ENST00000588690	CCDS45793
ENST00000608303	
ENST00000514310	
ENST00000485539	
ENST00000390287	
ENST00000592098	
ENST00000502471	
ENST00000372296	
ENST00000640991	
ENST00000427814	
ENST00000509596	
ENST00000423821	
ENST00000372295	
ENST00000524184	
ENST00000361815	CCDS14537
ENST00000519446	
ENST00000496676	
ENST00000508403	
ENST00000442890	
ENST00000505961	
ENST00000463453	
ENST00000340200	
ENST00000519525	
ENST00000496329	
ENST00000510804	
ENST00000497771	CCDS35182
ENST00000372358	CCDS6935
ENST00000553388	
ENST00000423034	CCDS45792
ENST00000527229	
ENST00000492476	
ENST00000338548	
ENST00000390282	
ENST00000514616	
ENST00000483336	
ENST00000622904	
ENST00000532006	
ENST00000590059	
ENST00000508281	
ENST00000278460	CCDS7925
ENST00000529013	
ENST00000587514	
ENST00000610340	
ENST00000475295	
ENST00000430138	
ENST00000590586	
ENST00000622777	
ENST00000531648	
ENST00000490641	
ENST00000527234	
ENST00000615719	
ENST00000592407	
ENST00000205948	CCDS11663
ENST00000372352	
ENST00000527767	
ENST00000427674	CCDS45793
ENST00000292894	CCDS33000
ENST00000637851	
ENST00000283928	CCDS5416
ENST00000474369	
ENST00000419303	
ENST00000585162	
ENST00000378618	CCDS31479
ENST00000560906	
ENST00000372351	CCDS65161
ENST00000457222	CCDS48204
ENST00000589140	
ENST00000337471	
ENST00000504749	
ENST00000581797	
ENST00000590825	
ENST00000548391	
ENST00000466516	
ENST00000532840	
ENST00000577982	
ENST00000372350	
ENST00000518003	
ENST00000586812	
ENST00000430432	
ENST00000429598	
ENST00000520218	
ENST00000397261	CCDS43047
ENST00000592420	
ENST00000447620	
ENST00000463488	
ENST00000620649	
ENST00000544663	
ENST00000585930	CCDS74166
ENST00000479956	
ENST00000452993	
ENST00000395460	CCDS41641
ENST00000435202	
ENST00000440562	
ENST00000495699	
ENST00000420835	
ENST00000521832	
ENST00000537926	
ENST00000467138	
ENST00000480584	
ENST00000424594	
ENST00000292672	CCDS12106
ENST00000454041	
ENST00000522483	
ENST00000448601	
ENST00000559089	CCDS53948
ENST00000436610	
ENST00000580133	
ENST00000217428	CCDS46608
ENST00000532633	
ENST00000561387	
ENST00000546165	CCDS65160
ENST00000431230	
ENST00000640823	
ENST00000491844	
ENST00000454207	
ENST00000607730	
ENST00000444224	
ENST00000469322	
ENST00000306533	
ENST00000417500	
ENST00000378615	CCDS31480
ENST00000524106	
ENST00000521342	
ENST00000558802	
ENST00000597690	
ENST00000440787	
ENST00000417666	
ENST00000467289	
ENST00000502113	CCDS53948
ENST00000440483	
ENST00000485273	
ENST00000424313	
ENST00000526424	
ENST00000390285	
ENST00000429970	
ENST00000509821	
ENST00000541430	CCDS54197
ENST00000433034	CCDS56238
ENST00000229922	CCDS4539
ENST00000390284	
ENST00000285039	CCDS42436
ENST00000511793	
ENST00000348850	CCDS7525
ENST00000517313	
ENST00000390286	
ENST00000525895	
ENST00000396477	
ENST00000505572	
ENST00000527667	
ENST00000523272	
ENST00000511602	
ENST00000527784	
ENST00000520445	
ENST00000527268	
ENST00000489374	
ENST00000413294	
ENST00000469685	
ENST00000534249	
ENST00000523818	
ENST00000508451	
ENST00000526827	
ENST00000512074	
ENST00000611529	
ENST00000378990	
ENST00000529980	
ENST00000605070	
ENST00000493172	
ENST00000525943	CCDS81646
ENST00000390283	
ENST00000525953	
ENST00000239926	CCDS4194
ENST00000507387	
ENST00000479291	
ENST00000510326	
ENST00000534581	
ENST00000624693	
ENST00000465994	
ENST00000512975	
ENST00000568026	
ENST00000423695	
ENST00000476263	
ENST00000503454	
ENST00000324581	
ENST00000341206	CCDS7005
ENST00000604513	
ENST00000334293	
ENST00000610758	
ENST00000586050	
ENST00000467247	
ENST00000476567	
ENST00000421631	CCDS47268
ENST00000589370	
ENST00000616440	
ENST00000620359	
ENST00000588350	
ENST00000563588	CCDS10690
ENST00000511625	
ENST00000564852	
ENST00000592688	
ENST00000515676	CCDS77996
ENST00000588101	
ENST00000632584	
ENST00000504046	
ENST00000611958	
ENST00000506600	CCDS82990
ENST00000565924	
ENST00000591483	
ENST00000587895	
ENST00000509812	
ENST00000514674	
ENST00000589568	
ENST00000528216	
ENST00000333817	
ENST00000509846	
ENST00000412282	
ENST00000585859	
ENST00000424889	CCDS54002
ENST00000586036	
ENST00000634120	
ENST00000443818	
ENST00000511995	
ENST00000431285	
ENST00000471509	
ENST00000530897	
ENST00000625723	
ENST00000355657	
ENST00000497749	
ENST00000633527	
ENST00000515645	CCDS75309
ENST00000606194	
ENST00000563866	
ENST00000494091	
ENST00000631910	
ENST00000511254	
ENST00000480347	
ENST00000579772	
ENST00000497299	
ENST00000503748	
ENST00000455486	
ENST00000567026	
ENST00000508938	
ENST00000566263	
ENST00000623060	
ENST00000564838	
ENST00000564314	
ENST00000590532	
ENST00000328273	
ENST00000356640	CCDS7522
ENST00000569048	
ENST00000354280	CCDS13359
ENST00000567304	
ENST00000436624	CCDS2719
ENST00000563913	
ENST00000633011	
ENST00000615535	
ENST00000450326	
ENST00000460388	
ENST00000520649	
ENST00000512479	
ENST00000565897	
ENST00000519251	
ENST00000370046	
ENST00000589499	
ENST00000463180	
ENST00000527786	CCDS44768
ENST00000409554	
ENST00000617833	
ENST00000478475	
ENST00000600766	
ENST00000563607	
ENST00000587055	
ENST00000472764	
ENST00000415650	
ENST00000604530	
ENST00000429175	
ENST00000336443	
ENST00000418691	
ENST00000569762	
ENST00000591362	
ENST00000496898	
ENST00000596787	
ENST00000569684	
ENST00000436541	
ENST00000615605	
ENST00000422800	
ENST00000561712	
ENST00000534087	CCDS53725
ENST00000296091	CCDS2719
ENST00000589441	
ENST00000600673	
ENST00000619815	
ENST00000411443	
ENST00000608055	
ENST00000528790	
ENST00000544613	
ENST00000423213	
ENST00000449836	CCDS2719
ENST00000254636	
ENST00000344954	CCDS59230
ENST00000609424	
ENST00000578063	
ENST00000281428	CCDS59231
ENST00000416774	
ENST00000583361	
ENST00000579368	
ENST00000504988	CCDS56195
ENST00000509498	
ENST00000520205	
ENST00000606993	
ENST00000360535	CCDS12486
ENST00000517748	
ENST00000215941	CCDS13959
ENST00000546006	
ENST00000256460	CCDS2582
ENST00000451219	
ENST00000590707	
ENST00000508988	
ENST00000505143	
ENST00000498417	
ENST00000496534	
ENST00000423857	
ENST00000544643	
ENST00000591020	
ENST00000421120	
ENST00000397367	CCDS3912
ENST00000586521	
ENST00000372670	CCDS13358
ENST00000588958	
ENST00000482803	
ENST00000406423	
ENST00000434163	
ENST00000372665	
ENST00000591142	
ENST00000506177	
ENST00000593074	CCDS12486
ENST00000368636	CCDS7663
ENST00000642874	
ENST00000513623	
ENST00000586128	
ENST00000609454	
ENST00000514524	
ENST00000437445	
ENST00000585466	
ENST00000541152	CCDS45795
ENST00000540159	
ENST00000397366	CCDS3912
ENST00000411961	
ENST00000397277	
ENST00000421770	
ENST00000592017	
ENST00000633835	
ENST00000591704	
ENST00000411972	
ENST00000413366	CCDS11664
ENST00000458278	
ENST00000590559	
ENST00000398372	
ENST00000535476	
ENST00000631806	
ENST00000586457	
ENST00000592481	
ENST00000591088	CCDS45795
ENST00000407117	
ENST00000204005	CCDS74368
ENST00000617191	
ENST00000353068	CCDS7523
ENST00000431448	
ENST00000586962	
ENST00000284384	
ENST00000590938	
ENST00000614406	
ENST00000518476	CCDS55259
ENST00000464849	
ENST00000614873	
ENST00000512200	
ENST00000583775	
ENST00000543128	
ENST00000413497	
ENST00000599016	
ENST00000522427	
ENST00000592951	CCDS45795
ENST00000424350	
ENST00000522105	
ENST00000457168	
ENST00000537986	
ENST00000434930	
ENST00000586433	
ENST00000461105	CCDS7521
ENST00000609706	
ENST00000584715	
ENST00000584614	
ENST00000585929	
ENST00000523299	
ENST00000343195	CCDS7524
ENST00000544487	
ENST00000308370	CCDS74369
ENST00000583421	
ENST00000557756	
ENST00000433909	
ENST00000590917	
ENST00000521593	
ENST00000481560	
ENST00000443339	
ENST00000557524	
ENST00000564619	
ENST00000591472	
ENST00000594537	
ENST00000620844	
ENST00000593189	
ENST00000440763	
ENST00000619027	
ENST00000427180	CCDS45794
ENST00000632069	
ENST00000517711	
ENST00000598717	
ENST00000423108	
ENST00000631561	
ENST00000239117	CCDS7526
ENST00000518494	
ENST00000589920	
ENST00000593738	
ENST00000631902	
ENST00000371328	CCDS33493
ENST00000396819	CCDS74370
ENST00000585638	
ENST00000508226	
ENST00000483385	
ENST00000547093	
ENST00000631777	
ENST00000623333	
ENST00000589250	
ENST00000598203	
ENST00000306329	
ENST00000586456	
ENST00000595529	
ENST00000263576	CCDS44766
ENST00000539305	
ENST00000550005	
ENST00000243562	
ENST00000589246	
ENST00000632189	
ENST00000552814	
ENST00000358038	CCDS41562
ENST00000449803	CCDS45793
ENST00000631383	
ENST00000329047	CCDS45791
ENST00000530414	
ENST00000623807	
ENST00000336726	CCDS46683
ENST00000517570	
ENST00000632217	
ENST00000530129	
ENST00000585369	
ENST00000591132	
ENST00000632348	
ENST00000450612	
ENST00000526875	
ENST00000546155	
ENST00000233336	CCDS2096
ENST00000359865	CCDS11841
ENST00000632357	
ENST00000598256	
ENST00000403975	CCDS46683
ENST00000379290	CCDS44036
ENST00000499809	
ENST00000598055	
ENST00000631783	
ENST00000485537	
ENST00000531000	
ENST00000522146	
ENST00000601032	
ENST00000491605	
ENST00000563575	
ENST00000476615	
ENST00000501294	
ENST00000633561	
ENST00000569756	
ENST00000584970	
ENST00000523122	
ENST00000612121	
ENST00000460450	
ENST00000532928	
ENST00000632798	
ENST00000541260	
ENST00000514294	
ENST00000379288	CCDS8
ENST00000567043	
ENST00000591601	CCDS12080
ENST00000632124	
ENST00000418822	
ENST00000622936	
ENST00000537070	
ENST00000634187	
ENST00000530834	
ENST00000460998	
ENST00000535683	
ENST00000543610	CCDS32434
ENST00000514695	
ENST00000631480	
ENST00000520495	
ENST00000602803	
ENST00000451965	
ENST00000329903	CCDS14701
ENST00000429350	
ENST00000486379	
ENST00000523811	
ENST00000453743	
ENST00000545825	CCDS55993
ENST00000424347	CCDS83377
ENST00000517554	
ENST00000418459	
ENST00000432568	
ENST00000379289	CCDS44036
ENST00000521018	
ENST00000309340	CCDS12079
ENST00000453616	
ENST00000379317	
ENST00000560290	
ENST00000545809	
ENST00000624945	
ENST00000550649	
ENST00000518815	
ENST00000416092	
ENST00000285093	CCDS11939
ENST00000615541	CCDS73870
ENST00000600499	
ENST00000603076	
ENST00000567686	
ENST00000426801	
ENST00000522592	
ENST00000610893	
ENST00000470711	
ENST00000518226	
ENST00000564775	
ENST00000568015	
ENST00000416049	
ENST00000612845	
ENST00000519823	
ENST00000587416	
ENST00000312134	CCDS8126
ENST00000599724	
ENST00000568500	
ENST00000520926	
ENST00000645398	
ENST00000588014	
ENST00000597071	
ENST00000594710	CCDS59370
ENST00000581670	
ENST00000643347	
ENST00000400050	CCDS11841
ENST00000602251	
ENST00000599851	
ENST00000449247	CCDS46357
ENST00000420857	
ENST00000532428	
ENST00000382333	CCDS3418
ENST00000589432	
ENST00000586828	
ENST00000591171	
ENST00000587994	
ENST00000591588	
ENST00000371610	CCDS33485
ENST00000338447	
ENST00000647199	
ENST00000586485	
ENST00000462917	
ENST00000281081	CCDS41940
ENST00000585667	
ENST00000585948	
ENST00000396039	
ENST00000536939	
ENST00000586620	
ENST00000586100	
ENST00000589509	
ENST00000547839	
ENST00000589534	
ENST00000422626	
ENST00000410111	CCDS46355
ENST00000250896	CCDS12080
ENST00000595301	
ENST00000396986	CCDS73244
ENST00000457804	
ENST00000419070	
ENST00000548937	
ENST00000300730	CCDS44523
ENST00000442664	CCDS46356
ENST00000645865	
ENST00000552489	
ENST00000395787	CCDS7895
ENST00000319715	CCDS10621
ENST00000437526	
ENST00000549838	
ENST00000550355	
ENST00000409051	
ENST00000431356	
ENST00000568316	
ENST00000551314	
ENST00000536374	
ENST00000534965	
ENST00000642654	
ENST00000595118	
ENST00000396253	CCDS7837
ENST00000452655	CCDS45444
ENST00000418681	
ENST00000643847	
ENST00000622565	
ENST00000551015	
ENST00000420754	
ENST00000376747	CCDS9480
ENST00000618486	
ENST00000643499	
ENST00000381039	
ENST00000301905	CCDS6063
ENST00000552888	
ENST00000646282	
ENST00000593463	
ENST00000643273	CCDS83376
ENST00000326391	
ENST00000532535	
ENST00000462472	
ENST00000548096	
ENST00000251900	CCDS14185
ENST00000318809	
ENST00000418424	
ENST00000621650	CCDS12974
ENST00000348022	CCDS10622
ENST00000476652	
ENST00000476866	
ENST00000491988	
ENST00000527830	
ENST00000601464	
ENST00000591776	
ENST00000613729	
ENST00000433535	CCDS46744
ENST00000454572	
ENST00000597816	
ENST00000634676	
ENST00000605464	
ENST00000398048	
ENST00000474969	
ENST00000522944	CCDS64858
ENST00000596351	
ENST00000491509	
ENST00000418645	
ENST00000440057	
ENST00000524782	CCDS7926
ENST00000632359	
ENST00000617753	
ENST00000564726	
ENST00000591325	
ENST00000463054	
ENST00000415759	CCDS47985
ENST00000622107	
ENST00000524266	
ENST00000376509	CCDS14312
ENST00000594448	
ENST00000490238	
ENST00000349215	CCDS7836
ENST00000418558	
ENST00000595665	
ENST00000594522	
ENST00000309664	CCDS10270
ENST00000396993	
ENST00000485431	
ENST00000409258	
ENST00000376597	CCDS47984
ENST00000622457	
ENST00000438420	CCDS7837
ENST00000521226	
ENST00000428146	
ENST00000460081	
ENST00000465237	
ENST00000442430	
ENST00000570147	
ENST00000594116	
ENST00000637233	
ENST00000562430	
ENST00000598178	
ENST00000568467	
ENST00000477358	
ENST00000277082	CCDS83378
ENST00000537258	
ENST00000562810	
ENST00000597151	
ENST00000486633	
ENST00000562683	
ENST00000637310	
ENST00000377524	CCDS7122
ENST00000456603	
ENST00000599225	
ENST00000570185	
ENST00000642669	CCDS47985
ENST00000330106	CCDS7714
ENST00000265529	CCDS2752
ENST00000469257	CCDS11403
ENST00000419271	
ENST00000427076	
ENST00000598166	
ENST00000642214	
ENST00000524587	
ENST00000433918	
ENST00000422304	
ENST00000587736	
ENST00000644208	
ENST00000465196	
ENST00000482111	
ENST00000379709	
ENST00000596855	
ENST00000631773	
ENST00000425713	
ENST00000461329	
ENST00000352460	
ENST00000594855	
ENST00000646288	
ENST00000587704	
ENST00000445846	
ENST00000545561	
ENST00000467305	
ENST00000383820	CCDS2586
ENST00000376598	
ENST00000593670	
ENST00000374723	CCDS75868
ENST00000620815	
ENST00000544218	
ENST00000596569	
ENST00000413518	
ENST00000310837	
ENST00000647130	
ENST00000600182	
ENST00000377500	
ENST00000565585	
ENST00000543728	
ENST00000438594	
ENST00000376712	
ENST00000427361	
ENST00000464783	
ENST00000567848	
ENST00000610038	
ENST00000486183	
ENST00000444589	CCDS2751
ENST00000466141	
ENST00000531848	
ENST00000566046	
ENST00000470972	CCDS6763
ENST00000487108	
ENST00000494250	
ENST00000424438	
ENST00000434052	
ENST00000498582	
ENST00000445235	
ENST00000608070	
ENST00000377793	CCDS8053
ENST00000469308	
ENST00000399287	
ENST00000459817	
ENST00000609864	
ENST00000586699	
ENST00000427174	
ENST00000589545	
ENST00000608004	
ENST00000423936	
ENST00000539656	
ENST00000452770	CCDS2752
ENST00000374720	CCDS6763
ENST00000590505	
ENST00000447629	
ENST00000475470	
ENST00000376714	
ENST00000175091	CCDS1696
ENST00000544138	
ENST00000395018	CCDS32294
ENST00000621375	
ENST00000341529	CCDS10804
ENST00000579585	CCDS32701
ENST00000507497	
ENST00000374724	CCDS83390
ENST00000483117	
ENST00000397618	
ENST00000542163	CCDS73311
ENST00000638479	
ENST00000607692	
ENST00000631444	
ENST00000545161	
ENST00000632411	
ENST00000607701	
ENST00000544194	
ENST00000436716	
ENST00000542633	
ENST00000488000	
ENST00000533550	
ENST00000532523	
ENST00000564823	
ENST00000587779	
ENST00000465939	
ENST00000459679	
ENST00000593063	
ENST00000380871	CCDS6042
ENST00000274217	CCDS3884
ENST00000484134	
ENST00000464229	
ENST00000418713	
ENST00000520874	
ENST00000632513	
ENST00000513825	
ENST00000450743	
ENST00000632588	
ENST00000523261	CCDS59095
ENST00000565334	
ENST00000592788	
ENST00000506258	
ENST00000472381	
ENST00000633858	
ENST00000433972	
ENST00000487440	
ENST00000464261	
ENST00000590611	
ENST00000632991	
ENST00000433555	
ENST00000443784	
ENST00000378681	CCDS31147
ENST00000562048	
ENST00000490830	
ENST00000451405	
ENST00000568155	
ENST00000584573	
ENST00000489391	
ENST00000463405	
ENST00000485705	
ENST00000568023	
ENST00000484629	
ENST00000592644	
ENST00000473522	
ENST00000456548	
ENST00000265393	CCDS43561
ENST00000562167	
ENST00000452342	
ENST00000367584	
ENST00000460909	
ENST00000361733	CCDS32702
ENST00000430429	
ENST00000608609	
ENST00000563425	
ENST00000602768	
ENST00000539168	
ENST00000436164	
ENST00000569805	
ENST00000361357	CCDS32701
ENST00000561866	
ENST00000425853	
ENST00000259989	CCDS3419
ENST00000614547	
ENST00000464906	CCDS7747
ENST00000509331	
ENST00000432493	
ENST00000623138	
ENST00000577395	CCDS82186
ENST00000454350	
ENST00000524661	
ENST00000425452	
ENST00000406341	CCDS46741
ENST00000485602	
ENST00000498584	
ENST00000427704	CCDS47492
ENST00000577597	
ENST00000475884	
ENST00000468208	
ENST00000418163	
ENST00000335044	CCDS2752
ENST00000407969	
ENST00000585302	
ENST00000409980	
ENST00000305766	CCDS43512
ENST00000428966	
ENST00000578622	
ENST00000416801	
ENST00000467085	
ENST00000429315	
ENST00000577784	
