Transcript stable ID	RefSeq mRNA ID
ENSMUST00000155454	
ENSMUST00000048716	
ENSMUST00000130520	
ENSMUST00000201880	
ENSMUST00000132810	
ENSMUST00000122851	
ENSMUST00000118960	NM_030558
ENSMUST00000112988	
ENSMUST00000225597	
ENSMUST00000133033	
ENSMUST00000152945	
ENSMUST00000140144	
ENSMUST00000047950	NM_013889
ENSMUST00000114941	
ENSMUST00000205210	
ENSMUST00000129714	
ENSMUST00000040735	NM_172935
ENSMUST00000231865	
ENSMUST00000224110	
ENSMUST00000128809	
ENSMUST00000110086	
ENSMUST00000127123	
ENSMUST00000136712	
ENSMUST00000030879	NM_011929
ENSMUST00000232529	
ENSMUST00000139386	
ENSMUST00000200976	
ENSMUST00000122250	
ENSMUST00000198656	
ENSMUST00000202701	
ENSMUST00000232516	
ENSMUST00000124335	
ENSMUST00000119862	
ENSMUST00000198481	
ENSMUST00000212502	
ENSMUST00000112993	NM_011845
ENSMUST00000118396	
ENSMUST00000134046	
ENSMUST00000151782	
ENSMUST00000213091	
ENSMUST00000201655	
ENSMUST00000026601	NM_028655
ENSMUST00000138685	
ENSMUST00000174767	
ENSMUST00000074681	NM_146423
ENSMUST00000198436	
ENSMUST00000138866	
ENSMUST00000234818	
ENSMUST00000109680	NM_001136087
ENSMUST00000131766	
ENSMUST00000178247	
ENSMUST00000218448	
ENSMUST00000139151	
ENSMUST00000067190	
ENSMUST00000030851	NM_025394
ENSMUST00000152594	
ENSMUST00000153233	
ENSMUST00000042288	NM_178283
ENSMUST00000022105	NM_001168643
ENSMUST00000226826	
ENSMUST00000126066	
ENSMUST00000234814	
ENSMUST00000135229	
ENSMUST00000156595	
ENSMUST00000108526	NM_001080942
ENSMUST00000105397	NM_026431
ENSMUST00000211851	
ENSMUST00000032338	NM_001127318
ENSMUST00000140121	
ENSMUST00000234457	
ENSMUST00000174621	
ENSMUST00000141147	NM_001267724
ENSMUST00000075228	NM_146424
ENSMUST00000202285	
ENSMUST00000164529	NM_001113386
ENSMUST00000141967	
ENSMUST00000134756	
ENSMUST00000128269	
ENSMUST00000189352	
ENSMUST00000215798	
ENSMUST00000078095	NM_145067
ENSMUST00000143906	
ENSMUST00000234982	
ENSMUST00000091178	NM_011564
ENSMUST00000065014	NM_008483
ENSMUST00000147314	
ENSMUST00000226934	
ENSMUST00000030400	NM_019660
ENSMUST00000130078	
ENSMUST00000234044	
ENSMUST00000226471	NM_013584
ENSMUST00000194912	
ENSMUST00000137858	
ENSMUST00000119146	NM_001163757
ENSMUST00000119146	NM_001163755
ENSMUST00000106202	
ENSMUST00000121248	
ENSMUST00000213553	
ENSMUST00000195483	
ENSMUST00000227727	
ENSMUST00000181574	
ENSMUST00000195058	
ENSMUST00000124186	
ENSMUST00000147340	
ENSMUST00000098066	
ENSMUST00000197551	
ENSMUST00000227589	
ENSMUST00000238641	
ENSMUST00000126465	
ENSMUST00000191864	
ENSMUST00000149074	
ENSMUST00000108525	NM_001184980
ENSMUST00000137685	
ENSMUST00000162300	NM_001159507
ENSMUST00000231051	
ENSMUST00000123999	
ENSMUST00000193301	
ENSMUST00000132060	
ENSMUST00000116613	NM_001163758
ENSMUST00000118389	
ENSMUST00000105398	
ENSMUST00000150412	NM_001304544
ENSMUST00000194421	
ENSMUST00000143403	
ENSMUST00000125484	
ENSMUST00000223880	
ENSMUST00000171588	NM_001358593
ENSMUST00000223157	
ENSMUST00000187624	
ENSMUST00000116008	
ENSMUST00000136275	
ENSMUST00000223714	
ENSMUST00000093798	NM_001359959
ENSMUST00000093798	NM_001359960
ENSMUST00000093798	NM_175537
ENSMUST00000072835	NM_001160399
ENSMUST00000183954	
ENSMUST00000186734	
ENSMUST00000223062	
ENSMUST00000130949	
ENSMUST00000213624	
ENSMUST00000222029	NM_001040692
ENSMUST00000116237	
ENSMUST00000238189	
ENSMUST00000222335	
ENSMUST00000055281	NM_172446
ENSMUST00000162293	
ENSMUST00000129277	
ENSMUST00000159684	
ENSMUST00000103485	
ENSMUST00000235609	
ENSMUST00000223074	NM_001168646
ENSMUST00000171742	
ENSMUST00000022257	NM_139227
ENSMUST00000213222	
ENSMUST00000128112	
ENSMUST00000236934	
ENSMUST00000159593	
ENSMUST00000187264	
ENSMUST00000120980	
ENSMUST00000187287	
ENSMUST00000056961	NM_146551
ENSMUST00000237152	
ENSMUST00000119020	
ENSMUST00000103486	
ENSMUST00000125922	
ENSMUST00000121472	
ENSMUST00000223026	
ENSMUST00000161566	
ENSMUST00000152757	
ENSMUST00000111824	NM_001362664
ENSMUST00000121274	
ENSMUST00000225164	
ENSMUST00000201422	NM_001310589
ENSMUST00000220650	NM_001168645
ENSMUST00000168708	
ENSMUST00000161545	
ENSMUST00000224370	
ENSMUST00000220703	
ENSMUST00000226073	
ENSMUST00000167012	
ENSMUST00000205964	
ENSMUST00000221987	
ENSMUST00000122094	
ENSMUST00000224616	
ENSMUST00000116009	
ENSMUST00000102905	
ENSMUST00000221026	
ENSMUST00000031011	NM_027295
ENSMUST00000031011	NM_001310592
ENSMUST00000129974	
ENSMUST00000202913	NM_001310590
ENSMUST00000200702	
ENSMUST00000223932	
ENSMUST00000111568	
ENSMUST00000201473	
ENSMUST00000214290	
ENSMUST00000102904	NM_172868
ENSMUST00000099852	
ENSMUST00000224315	
ENSMUST00000065889	NM_001362659
ENSMUST00000065889	NM_030560
ENSMUST00000142556	
ENSMUST00000036031	NM_175437
ENSMUST00000090708	NM_146293
ENSMUST00000074674	NM_020288
ENSMUST00000131201	
ENSMUST00000031674	NM_009364
ENSMUST00000091289	
ENSMUST00000197404	
ENSMUST00000153360	NM_172625
ENSMUST00000154462	
ENSMUST00000198071	
ENSMUST00000137494	
ENSMUST00000025279	NM_008720
ENSMUST00000203257	
ENSMUST00000200400	
ENSMUST00000141489	
ENSMUST00000198581	
ENSMUST00000111819	NM_001290740
ENSMUST00000183682	
ENSMUST00000196240	
ENSMUST00000030069	NM_025968
ENSMUST00000098065	
ENSMUST00000055012	
ENSMUST00000185726	
ENSMUST00000112811	
ENSMUST00000195969	
ENSMUST00000123462	
ENSMUST00000112815	
ENSMUST00000163248	
ENSMUST00000111818	NM_172667
ENSMUST00000103359	
ENSMUST00000198937	
ENSMUST00000136447	
ENSMUST00000221736	
ENSMUST00000021890	NM_021445
ENSMUST00000125169	
ENSMUST00000180617	
ENSMUST00000039156	NM_029293
ENSMUST00000139842	
ENSMUST00000214590	
ENSMUST00000221309	
ENSMUST00000190371	
ENSMUST00000196035	
ENSMUST00000196495	
ENSMUST00000035612	NM_146055
ENSMUST00000121160	
ENSMUST00000231237	
ENSMUST00000223029	
ENSMUST00000214238	
ENSMUST00000198930	
ENSMUST00000222011	
ENSMUST00000197271	
ENSMUST00000025641	NM_009580
ENSMUST00000235105	
ENSMUST00000222768	
ENSMUST00000147096	
ENSMUST00000120818	
ENSMUST00000080917	NM_008762
ENSMUST00000199553	
ENSMUST00000145771	
ENSMUST00000031254	NM_001359986
ENSMUST00000031254	NM_001359987
ENSMUST00000031254	NM_178741
ENSMUST00000189117	
ENSMUST00000223241	
ENSMUST00000040880	NM_198599
ENSMUST00000133112	
ENSMUST00000060820	NM_007524
ENSMUST00000131843	
ENSMUST00000149211	
ENSMUST00000185976	
ENSMUST00000120639	NM_001163793
ENSMUST00000144727	
ENSMUST00000220029	
ENSMUST00000127351	
ENSMUST00000144435	
ENSMUST00000147184	
ENSMUST00000127289	
ENSMUST00000218512	
ENSMUST00000217286	NM_146482
ENSMUST00000199669	
ENSMUST00000128963	
ENSMUST00000153352	
ENSMUST00000197729	
ENSMUST00000237899	
ENSMUST00000121851	
ENSMUST00000107600	
ENSMUST00000072290	
ENSMUST00000199437	
ENSMUST00000165911	
ENSMUST00000152373	
ENSMUST00000149012	
ENSMUST00000215393	
ENSMUST00000105307	NM_028709
ENSMUST00000177697	
ENSMUST00000156863	
ENSMUST00000151567	
ENSMUST00000022680	NM_021328
ENSMUST00000190655	
ENSMUST00000211554	NM_001128171
ENSMUST00000125609	
ENSMUST00000213795	
ENSMUST00000111821	NM_001362657
ENSMUST00000111821	NM_001362658
ENSMUST00000124581	
ENSMUST00000020231	
ENSMUST00000149216	
ENSMUST00000122368	
ENSMUST00000129899	
ENSMUST00000090257	
ENSMUST00000132497	
ENSMUST00000041676	NM_153087
ENSMUST00000117257	
ENSMUST00000105306	NM_001017525
ENSMUST00000190806	
ENSMUST00000154480	
ENSMUST00000213458	
ENSMUST00000227841	
ENSMUST00000163347	
ENSMUST00000234084	
ENSMUST00000179480	
ENSMUST00000079804	NM_146481
ENSMUST00000086909	
ENSMUST00000198328	
ENSMUST00000023554	NM_153550
ENSMUST00000234565	
ENSMUST00000214421	
ENSMUST00000194526	
ENSMUST00000135235	
ENSMUST00000189224	
ENSMUST00000166380	
ENSMUST00000219753	
ENSMUST00000226385	
ENSMUST00000159148	NM_001160253
ENSMUST00000149892	
ENSMUST00000145323	
ENSMUST00000228717	
ENSMUST00000218126	
ENSMUST00000209532	NM_001128170
ENSMUST00000121086	
ENSMUST00000206250	
ENSMUST00000228049	
ENSMUST00000102638	NM_028779
ENSMUST00000110667	NM_001293690
ENSMUST00000182754	
ENSMUST00000207569	
ENSMUST00000062535	NM_146478
ENSMUST00000114209	
ENSMUST00000209742	
ENSMUST00000234509	
ENSMUST00000020964	NM_016863
ENSMUST00000187174	
ENSMUST00000029975	NM_009889
ENSMUST00000209559	
ENSMUST00000128338	
ENSMUST00000190508	
ENSMUST00000079978	NM_001310758
ENSMUST00000067246	NM_022885
ENSMUST00000181162	
ENSMUST00000218660	
ENSMUST00000220438	
ENSMUST00000156123	
ENSMUST00000117945	NM_001109750
ENSMUST00000189495	
ENSMUST00000135871	
ENSMUST00000219880	
ENSMUST00000123836	NM_013840
ENSMUST00000209206	NM_001276279
ENSMUST00000033956	NM_008324
ENSMUST00000215028	
ENSMUST00000159556	NM_001160252
ENSMUST00000145433	
ENSMUST00000234898	
ENSMUST00000118486	
ENSMUST00000207058	
ENSMUST00000102637	NM_001289719
ENSMUST00000151611	
ENSMUST00000108130	
ENSMUST00000225086	
ENSMUST00000217629	
ENSMUST00000196845	
ENSMUST00000121073	
ENSMUST00000190424	
ENSMUST00000234045	
ENSMUST00000190765	
ENSMUST00000225922	
ENSMUST00000154285	
ENSMUST00000171234	
ENSMUST00000182282	
ENSMUST00000150719	
ENSMUST00000102903	NM_009649
ENSMUST00000103345	
ENSMUST00000078912	NM_001346665
ENSMUST00000078912	NM_001289720
ENSMUST00000162908	NM_013878
ENSMUST00000191564	
ENSMUST00000051064	NM_173181
ENSMUST00000132824	
ENSMUST00000209722	
ENSMUST00000181555	
ENSMUST00000231851	
ENSMUST00000149572	
ENSMUST00000028222	
ENSMUST00000215196	
ENSMUST00000012152	NM_010048
ENSMUST00000001162	
ENSMUST00000225129	
ENSMUST00000050707	NM_177789
ENSMUST00000196019	
ENSMUST00000125820	
ENSMUST00000181114	
ENSMUST00000210302	
ENSMUST00000232133	
ENSMUST00000224177	
ENSMUST00000106667	
ENSMUST00000211671	
ENSMUST00000216959	
ENSMUST00000193010	
ENSMUST00000162584	
ENSMUST00000142341	
ENSMUST00000127232	
ENSMUST00000202024	
ENSMUST00000222762	
ENSMUST00000066127	
ENSMUST00000112699	NM_001358567
ENSMUST00000112699	NM_001358566
ENSMUST00000112699	NM_030700
ENSMUST00000192835	
ENSMUST00000183005	
ENSMUST00000147205	
ENSMUST00000121313	
ENSMUST00000226670	
ENSMUST00000202216	
ENSMUST00000125467	
ENSMUST00000191514	
ENSMUST00000146830	
ENSMUST00000211998	
ENSMUST00000153687	
ENSMUST00000117082	
ENSMUST00000109626	NM_173369
ENSMUST00000186550	
ENSMUST00000191918	
ENSMUST00000119806	
ENSMUST00000170424	NM_001104550
ENSMUST00000149479	
ENSMUST00000187660	
ENSMUST00000201142	
ENSMUST00000177949	
ENSMUST00000098519	
ENSMUST00000213811	
ENSMUST00000100171	NM_022310
ENSMUST00000100171	NM_001163434
ENSMUST00000168551	NM_001113395
ENSMUST00000133129	
ENSMUST00000201853	
ENSMUST00000187128	
ENSMUST00000221005	
ENSMUST00000185850	
ENSMUST00000226065	
ENSMUST00000153626	
ENSMUST00000190486	
ENSMUST00000149344	
ENSMUST00000080560	NM_011349
ENSMUST00000186521	
ENSMUST00000120260	
ENSMUST00000201227	
ENSMUST00000191595	
ENSMUST00000077353	NM_013551
ENSMUST00000155943	
ENSMUST00000137145	
ENSMUST00000218475	
ENSMUST00000163653	NM_001081413
ENSMUST00000043526	
ENSMUST00000037261	NM_009962
ENSMUST00000121079	
ENSMUST00000231306	
ENSMUST00000220373	
ENSMUST00000220368	
ENSMUST00000179336	
ENSMUST00000145466	
ENSMUST00000192727	NM_001311151
ENSMUST00000155595	
ENSMUST00000191421	
ENSMUST00000155611	
ENSMUST00000172948	
ENSMUST00000107952	NM_021468
ENSMUST00000145342	
ENSMUST00000117521	
ENSMUST00000224413	
ENSMUST00000137816	
ENSMUST00000129333	
ENSMUST00000231750	
ENSMUST00000009550	NM_007922
ENSMUST00000190021	
ENSMUST00000054202	NM_011684
ENSMUST00000191119	
ENSMUST00000112700	NM_001358567
ENSMUST00000112700	NM_001199246
ENSMUST00000114223	
ENSMUST00000126919	
ENSMUST00000133836	
ENSMUST00000225123	
ENSMUST00000187118	
ENSMUST00000195267	
ENSMUST00000189110	
ENSMUST00000160231	
ENSMUST00000148133	
ENSMUST00000198455	
ENSMUST00000177481	
ENSMUST00000152237	
ENSMUST00000107953	
ENSMUST00000069453	NM_198422
ENSMUST00000228662	
ENSMUST00000186884	
ENSMUST00000043456	NM_001035533
ENSMUST00000026302	
ENSMUST00000162890	
ENSMUST00000189614	
ENSMUST00000189320	
ENSMUST00000211975	
ENSMUST00000227426	
ENSMUST00000098064	
ENSMUST00000097558	NM_001110251
ENSMUST00000025639	NM_023731
ENSMUST00000135288	
ENSMUST00000232060	
ENSMUST00000212815	
ENSMUST00000050997	NM_001131068
ENSMUST00000050997	NM_178916
ENSMUST00000194067	
ENSMUST00000184658	
ENSMUST00000215485	
ENSMUST00000132310	
ENSMUST00000235001	
ENSMUST00000208539	
ENSMUST00000102902	
ENSMUST00000227977	
ENSMUST00000184563	
ENSMUST00000000925	NM_011418
ENSMUST00000216562	
ENSMUST00000112969	NM_001359910
ENSMUST00000172682	
ENSMUST00000093867	NM_146336
ENSMUST00000189018	
ENSMUST00000152124	
ENSMUST00000188056	
ENSMUST00000168032	
ENSMUST00000216658	
ENSMUST00000234018	
ENSMUST00000193585	
ENSMUST00000147152	
ENSMUST00000231377	
ENSMUST00000208525	
ENSMUST00000226167	
ENSMUST00000234112	
ENSMUST00000224895	
ENSMUST00000192406	
ENSMUST00000194039	
ENSMUST00000142811	
ENSMUST00000107598	NM_001035532
ENSMUST00000232140	
ENSMUST00000126585	
ENSMUST00000143843	
ENSMUST00000207708	
ENSMUST00000227122	
ENSMUST00000215859	
ENSMUST00000076752	NM_146369
ENSMUST00000214035	
ENSMUST00000145844	
ENSMUST00000179078	
ENSMUST00000232032	
ENSMUST00000225217	
ENSMUST00000214967	
ENSMUST00000196078	
ENSMUST00000227571	
ENSMUST00000133189	
ENSMUST00000185971	
ENSMUST00000224834	
ENSMUST00000194424	
ENSMUST00000095117	NM_001081199
ENSMUST00000216963	
ENSMUST00000124537	
ENSMUST00000127597	
ENSMUST00000232511	
ENSMUST00000111817	NM_022023
ENSMUST00000228492	
ENSMUST00000176341	
ENSMUST00000121549	
ENSMUST00000112968	NM_001359913
ENSMUST00000214012	
ENSMUST00000140408	
ENSMUST00000224216	
ENSMUST00000129768	
ENSMUST00000194846	
ENSMUST00000185364	
ENSMUST00000077203	NM_146807
ENSMUST00000021611	
ENSMUST00000167271	NM_001131069
ENSMUST00000226937	
ENSMUST00000149945	
ENSMUST00000132127	
ENSMUST00000232310	
ENSMUST00000192157	
ENSMUST00000215569	
ENSMUST00000232221	
ENSMUST00000233489	
ENSMUST00000117595	
ENSMUST00000065870	NM_019492
ENSMUST00000211486	
ENSMUST00000059937	NM_001013750
ENSMUST00000131241	
ENSMUST00000198963	
ENSMUST00000216852	
ENSMUST00000231869	
ENSMUST00000226333	
ENSMUST00000232641	
ENSMUST00000212992	
ENSMUST00000002518	NM_010347
ENSMUST00000002518	NM_001276288
ENSMUST00000233967	
ENSMUST00000078057	NM_146370
ENSMUST00000153168	
ENSMUST00000224093	
ENSMUST00000215934	
ENSMUST00000093866	NM_146868
ENSMUST00000193665	
ENSMUST00000145899	
ENSMUST00000228065	
ENSMUST00000098031	
ENSMUST00000185242	
ENSMUST00000184952	
ENSMUST00000192783	
ENSMUST00000112697	
ENSMUST00000228515	
ENSMUST00000205088	
ENSMUST00000098792	NM_001146005
ENSMUST00000215091	
ENSMUST00000185555	
ENSMUST00000236411	
ENSMUST00000172814	NM_001177587
ENSMUST00000225942	
ENSMUST00000192712	
ENSMUST00000213129	
ENSMUST00000226715	
ENSMUST00000177882	
ENSMUST00000189798	
ENSMUST00000171425	NM_176912
ENSMUST00000146083	
ENSMUST00000121304	NM_001161853
ENSMUST00000193108	
ENSMUST00000232456	
ENSMUST00000093865	NM_146806
ENSMUST00000143653	
ENSMUST00000145958	
ENSMUST00000231338	
ENSMUST00000228231	
ENSMUST00000173457	
ENSMUST00000195023	
ENSMUST00000226842	
ENSMUST00000140388	
ENSMUST00000224327	
ENSMUST00000219870	
ENSMUST00000228401	
ENSMUST00000222485	NM_145131
ENSMUST00000146555	
ENSMUST00000220348	
ENSMUST00000075797	NM_053229
ENSMUST00000031899	NM_032540
ENSMUST00000079314	
ENSMUST00000193936	
ENSMUST00000022711	
ENSMUST00000221911	
ENSMUST00000114571	NM_001347153
ENSMUST00000114571	NM_001347152
ENSMUST00000114571	NM_133922
ENSMUST00000179796	
ENSMUST00000218611	
ENSMUST00000193202	
ENSMUST00000182056	NM_001163270
ENSMUST00000212156	
ENSMUST00000174862	
ENSMUST00000218690	
ENSMUST00000194597	
ENSMUST00000188698	
ENSMUST00000119252	
ENSMUST00000093864	NM_146875
ENSMUST00000182825	
ENSMUST00000218574	
ENSMUST00000031815	
ENSMUST00000141502	
ENSMUST00000192118	
ENSMUST00000220282	
ENSMUST00000204308	
ENSMUST00000118350	
ENSMUST00000182696	
ENSMUST00000221120	
ENSMUST00000227811	
ENSMUST00000224577	
ENSMUST00000217807	
ENSMUST00000225267	
ENSMUST00000179285	NM_175652
ENSMUST00000153760	
ENSMUST00000182435	
ENSMUST00000228680	
ENSMUST00000203371	
ENSMUST00000220454	
ENSMUST00000227229	
ENSMUST00000031324	NM_007950
ENSMUST00000169109	
ENSMUST00000218432	
ENSMUST00000052550	NM_053011
ENSMUST00000214066	
ENSMUST00000194845	
ENSMUST00000077093	NM_001362144
ENSMUST00000023365	NM_025976
ENSMUST00000215219	
ENSMUST00000223492	
ENSMUST00000202894	
ENSMUST00000066060	NM_001079883
ENSMUST00000074881	NM_053219
ENSMUST00000182922	
ENSMUST00000167662	NM_026170
ENSMUST00000090499	NM_001024512
ENSMUST00000103489	
ENSMUST00000216276	
ENSMUST00000221431	
ENSMUST00000027027	NM_027545
ENSMUST00000115844	NM_001079814
ENSMUST00000222061	
ENSMUST00000127980	
ENSMUST00000122161	
ENSMUST00000165021	
ENSMUST00000118325	
ENSMUST00000182903	
ENSMUST00000073415	NM_053218
ENSMUST00000204833	
ENSMUST00000114572	
ENSMUST00000127973	
ENSMUST00000068411	NM_026681
ENSMUST00000212644	
ENSMUST00000120930	
ENSMUST00000023189	NM_028720
ENSMUST00000230905	
ENSMUST00000109887	NM_001286343
ENSMUST00000110483	NM_001359985
ENSMUST00000110483	NM_146258
ENSMUST00000182978	
ENSMUST00000224322	
ENSMUST00000109891	NM_021399
ENSMUST00000224219	
ENSMUST00000212128	
ENSMUST00000084521	NM_134257
ENSMUST00000223127	
ENSMUST00000153695	
ENSMUST00000224832	
ENSMUST00000148697	
ENSMUST00000142546	
ENSMUST00000224260	
ENSMUST00000223664	
ENSMUST00000231132	
ENSMUST00000212101	
ENSMUST00000069281	NM_001177552
ENSMUST00000203015	
ENSMUST00000106690	
ENSMUST00000229928	
ENSMUST00000107424	NM_001081650
ENSMUST00000016471	NM_133690
ENSMUST00000172957	
ENSMUST00000154536	
ENSMUST00000062015	NM_001163493
ENSMUST00000175733	
ENSMUST00000226088	
ENSMUST00000112974	
ENSMUST00000134032	
ENSMUST00000231063	
ENSMUST00000174112	
ENSMUST00000132349	
ENSMUST00000204554	
ENSMUST00000001619	
ENSMUST00000225918	
ENSMUST00000203080	
ENSMUST00000115134	NM_001290389
ENSMUST00000144804	
ENSMUST00000043793	NM_001167936
ENSMUST00000235915	
ENSMUST00000168174	NM_181319
ENSMUST00000224302	
ENSMUST00000148079	
ENSMUST00000031325	NM_009704
ENSMUST00000035635	NM_080708
ENSMUST00000118392	
ENSMUST00000154568	
ENSMUST00000225834	
ENSMUST00000143042	
ENSMUST00000154071	
ENSMUST00000138700	
ENSMUST00000131648	
ENSMUST00000118986	NM_145224
ENSMUST00000204204	
ENSMUST00000049138	NM_001081236
ENSMUST00000225585	
ENSMUST00000223666	
ENSMUST00000235653	
ENSMUST00000168452	NM_001167587
ENSMUST00000222204	
ENSMUST00000142684	
ENSMUST00000133104	
ENSMUST00000202111	
ENSMUST00000167070	
ENSMUST00000035426	NM_025653
ENSMUST00000068451	
ENSMUST00000193397	
ENSMUST00000177115	
ENSMUST00000042390	NM_001029983
ENSMUST00000201680	
ENSMUST00000231359	
ENSMUST00000035577	NM_001289497
ENSMUST00000035577	NM_177834
ENSMUST00000142688	
ENSMUST00000237902	
ENSMUST00000115384	NM_001289684
ENSMUST00000115384	NM_199317
ENSMUST00000121986	
ENSMUST00000173348	NM_011320
ENSMUST00000168403	NM_001290747
ENSMUST00000185258	
ENSMUST00000224721	NM_001177633
ENSMUST00000176157	
ENSMUST00000202385	
ENSMUST00000235197	
ENSMUST00000223509	
ENSMUST00000167270	
ENSMUST00000147575	
ENSMUST00000129088	
ENSMUST00000221878	
ENSMUST00000233416	
ENSMUST00000149464	
ENSMUST00000194341	
ENSMUST00000090503	NM_172379
ENSMUST00000236642	
ENSMUST00000223235	
ENSMUST00000197347	
ENSMUST00000224892	
ENSMUST00000140938	
ENSMUST00000231579	NM_175111
ENSMUST00000141117	
ENSMUST00000170640	
ENSMUST00000136245	
ENSMUST00000120231	
ENSMUST00000074556	NM_177688
ENSMUST00000189190	NM_001270667
ENSMUST00000225991	
ENSMUST00000146814	
ENSMUST00000177271	
ENSMUST00000236481	
ENSMUST00000223416	
ENSMUST00000231802	
ENSMUST00000029877	NM_026172
ENSMUST00000131826	
ENSMUST00000136093	
ENSMUST00000223097	NM_001362342
ENSMUST00000126210	
ENSMUST00000163213	
ENSMUST00000037698	
ENSMUST00000126770	
ENSMUST00000203982	
ENSMUST00000176211	
ENSMUST00000152245	
ENSMUST00000043693	
ENSMUST00000020203	NM_027246
ENSMUST00000023555	
ENSMUST00000150464	
ENSMUST00000148366	
ENSMUST00000202866	
ENSMUST00000209453	
ENSMUST00000120456	
ENSMUST00000197741	
ENSMUST00000233198	
ENSMUST00000178080	
ENSMUST00000144489	
ENSMUST00000165802	
ENSMUST00000154639	
ENSMUST00000233547	
ENSMUST00000195037	
ENSMUST00000057781	NM_172925
ENSMUST00000236163	
ENSMUST00000202597	
ENSMUST00000085096	
ENSMUST00000127254	
ENSMUST00000180485	
ENSMUST00000126338	
ENSMUST00000181835	
ENSMUST00000170419	NM_001104621
ENSMUST00000201179	
ENSMUST00000235820	
ENSMUST00000215521	
ENSMUST00000224079	
ENSMUST00000233835	
ENSMUST00000124082	
ENSMUST00000214443	
ENSMUST00000152199	
ENSMUST00000044179	NM_031381
ENSMUST00000026602	NM_026333
ENSMUST00000136379	
ENSMUST00000107420	NM_001310706
ENSMUST00000186838	
ENSMUST00000224242	
ENSMUST00000195325	
ENSMUST00000067770	
ENSMUST00000132970	
ENSMUST00000225114	
ENSMUST00000202365	
ENSMUST00000232134	
ENSMUST00000186944	
ENSMUST00000138674	
ENSMUST00000096045	NM_028610
ENSMUST00000101657	NM_001099325
ENSMUST00000131539	
ENSMUST00000224670	
ENSMUST00000113412	NM_001168590
ENSMUST00000191079	
ENSMUST00000202846	
ENSMUST00000116438	
ENSMUST00000225837	
ENSMUST00000119191	
ENSMUST00000125369	
ENSMUST00000095070	NM_001033165
ENSMUST00000213236	NM_001305433
ENSMUST00000223898	
ENSMUST00000142565	
ENSMUST00000093833	NM_175273
ENSMUST00000186535	
ENSMUST00000050705	NM_001018002
ENSMUST00000213992	
ENSMUST00000143739	
ENSMUST00000200726	
ENSMUST00000153875	
ENSMUST00000051915	
ENSMUST00000103492	
ENSMUST00000186806	
ENSMUST00000128550	
ENSMUST00000176107	NM_001104551
ENSMUST00000223988	
ENSMUST00000169791	
ENSMUST00000199216	
ENSMUST00000025025	NM_013642
ENSMUST00000200707	
ENSMUST00000192764	
ENSMUST00000231989	
ENSMUST00000217355	
ENSMUST00000236661	
ENSMUST00000150418	
ENSMUST00000222616	
ENSMUST00000126828	
ENSMUST00000126138	
ENSMUST00000070304	NM_001011794
ENSMUST00000150309	
ENSMUST00000215539	
ENSMUST00000058119	NM_029823
ENSMUST00000126178	
ENSMUST00000103493	
ENSMUST00000221561	
ENSMUST00000224763	
ENSMUST00000118188	
ENSMUST00000114200	NM_001166364
ENSMUST00000235532	
ENSMUST00000176230	
ENSMUST00000140980	
ENSMUST00000001900	NM_028379
ENSMUST00000146077	
ENSMUST00000231951	
ENSMUST00000215897	
ENSMUST00000062855	NM_027422
ENSMUST00000223587	
ENSMUST00000232030	
ENSMUST00000221582	
ENSMUST00000011196	
ENSMUST00000181462	
ENSMUST00000130966	
ENSMUST00000192705	
ENSMUST00000159813	
ENSMUST00000225290	
ENSMUST00000153467	
ENSMUST00000165028	NM_001316699
ENSMUST00000161915	
ENSMUST00000200995	
ENSMUST00000174664	
ENSMUST00000189483	
ENSMUST00000168601	
ENSMUST00000213678	
ENSMUST00000019986	NM_011264
ENSMUST00000195282	
ENSMUST00000121528	
ENSMUST00000114354	NM_001177975
ENSMUST00000185979	
ENSMUST00000000090	NM_007747
ENSMUST00000047111	NM_013631
ENSMUST00000167760	
ENSMUST00000223572	
ENSMUST00000200894	
ENSMUST00000170950	
ENSMUST00000201366	
ENSMUST00000196213	
ENSMUST00000214154	
ENSMUST00000151591	
ENSMUST00000225803	
ENSMUST00000156972	
ENSMUST00000167183	
ENSMUST00000162287	
ENSMUST00000166081	NM_001104562
ENSMUST00000117265	
ENSMUST00000107482	NM_001099779
ENSMUST00000195182	
ENSMUST00000159941	
ENSMUST00000204721	
ENSMUST00000231465	
ENSMUST00000162941	
ENSMUST00000041160	NM_025277
ENSMUST00000203976	
ENSMUST00000131186	
ENSMUST00000164895	
ENSMUST00000127058	
ENSMUST00000188013	
ENSMUST00000192273	
ENSMUST00000139803	
ENSMUST00000205187	
ENSMUST00000126507	
ENSMUST00000165778	
ENSMUST00000021891	NM_019541
ENSMUST00000191803	
ENSMUST00000148097	
ENSMUST00000195446	
ENSMUST00000145333	
ENSMUST00000092215	NM_175488
ENSMUST00000165866	
ENSMUST00000029911	NM_025669
ENSMUST00000103494	
ENSMUST00000162358	
ENSMUST00000099182	
ENSMUST00000123103	
ENSMUST00000029344	NM_025813
ENSMUST00000139354	
ENSMUST00000170018	
ENSMUST00000161333	
ENSMUST00000140460	
ENSMUST00000127726	
ENSMUST00000185001	
ENSMUST00000167689	
ENSMUST00000057208	NM_023514
ENSMUST00000132214	
ENSMUST00000160953	NM_172430
ENSMUST00000164763	
ENSMUST00000162066	
ENSMUST00000098238	
ENSMUST00000159718	
ENSMUST00000161190	
ENSMUST00000128786	
