enst_id	final_uniprot_id
ENST00000357467	
ENST00000357472	Q9NR56-6
ENST00000357474	P0DPD6
ENST00000357475	Q9BWW4-3
ENST00000357479	Q13033
ENST00000357480	Q14494-2
ENST00000357481	Q9UKV3-3
ENST00000357482	
ENST00000357484	Q7Z6K5
ENST00000357485	Q03989
ENST00000357486	P13942-3
ENST00000357489	Q9Y4E5-2
ENST00000357490	
ENST00000357491	
ENST00000357494	Q99706-4
ENST00000357495	Q32P51
ENST00000357496	Q2TAL8
ENST00000357500	Q969H6
ENST00000357501	
ENST00000357502	
ENST00000357503	Q9NXH8
ENST00000357504	Q6ZMT9-2
ENST00000357505	
ENST00000357508	
ENST00000357512	Q03936-3
ENST00000357517	
ENST00000357519	O43427-2
ENST00000357520	
ENST00000357525	P26678
ENST00000357529	Q9ULI2
ENST00000357533	
ENST00000357537	Q8IXQ4-3
ENST00000357540	Q5T4F4-5
ENST00000357542	Q02161-5
ENST00000357544	Q8IZP9-7
ENST00000357545	Q9BQ16-1
ENST00000357546	Q9BPW9
ENST00000357549	P62805
ENST00000357550	Q9Y6X6
ENST00000357552	Q9BX26
ENST00000357555	P21802-21
ENST00000357558	
ENST00000357559	P51114
ENST00000357560	O95704
ENST00000357563	
ENST00000357564	
ENST00000357566	
ENST00000357568	P20807-3
ENST00000357569	Q9BZY9
ENST00000357570	
ENST00000357573	Q9H5N1-2
ENST00000357574	Q9Y4E6-2
ENST00000357575	Q8N2U9-2
ENST00000357578	P51649
ENST00000357582	O95382
ENST00000357585	P30874
ENST00000357586	Q10567
ENST00000357590	O43826-2
ENST00000357591	
ENST00000357596	Q9UIL8-2
ENST00000357599	Q9P283
ENST00000357602	O00410
ENST00000357604	Q9HAU5
ENST00000357605	Q8NGF3
ENST00000357606	Q6Y2X3
ENST00000357607	P51813
ENST00000357610	
ENST00000357613	Q8WVE7-2
ENST00000357616	Q9UHF0-2
ENST00000357618	Q30201
ENST00000357627	Q8NHC5
ENST00000357628	Q9NUX5
ENST00000357631	Q8TCA0-3
ENST00000357632	P51686
ENST00000357634	
ENST00000357635	Q5XKK7
ENST00000357637	O95427
ENST00000357639	O14638
ENST00000357640	Q9H6A0
ENST00000357641	Q9ULD4
ENST00000357647	P68431
ENST00000357649	Q15149-6
ENST00000357650	Q8NEW0
ENST00000357654	P38398
ENST00000357658	
ENST00000357665	P78524
ENST00000357666	Q0VGE8
ENST00000357668	Q9ULH1
ENST00000357671	
ENST00000357672	O94967-2
ENST00000357674	Q12959-4
ENST00000357680	Q15742-2
ENST00000357681	P23634-6
ENST00000357685	Q9BYV7
ENST00000357692	Q8N108-13
ENST00000357698	Q495B1-2
ENST00000357700	Q8WXK3
ENST00000357701	Q14324
ENST00000357702	Q9H0E3-3
ENST00000357703	P10912-4
ENST00000357704	Q96T75
ENST00000357710	P49768-2
ENST00000357714	P15529-4
ENST00000357716	Q14831
ENST00000357717	Q96SD1-3
ENST00000357718	
ENST00000357720	Q9NXH9
ENST00000357721	Q8IXQ9
ENST00000357724	Q16288-4
ENST00000357726	O95522
ENST00000357727	Q02930
ENST00000357730	P48067-3
ENST00000357731	Q7Z3B1
ENST00000357732	Q9NQC3-5
ENST00000357733	O15350-13
ENST00000357736	O15525
ENST00000357742	Q6DN12
ENST00000357743	Q7Z5G4
ENST00000357749	P24386
ENST00000357750	Q12891
ENST00000357754	A2RUQ5
ENST00000357757	O43521-8
ENST00000357758	Q8NEL9-2
ENST00000357759	Q9UM44
ENST00000357760	Q9UQ88-3
ENST00000357763	
ENST00000357764	
ENST00000357765	Q53HI1
ENST00000357769	Q6ZMP0-4
ENST00000357771	P57773
ENST00000357774	A6NK75
ENST00000357775	Q86VQ3-2
ENST00000357776	
ENST00000357778	
ENST00000357779	O94964
ENST00000357780	P06727
ENST00000357782	Q92731-5
ENST00000357783	Q9UMS5-2
ENST00000357785	O60462-3
ENST00000357790	P05386-2
ENST00000357796	
ENST00000357797	O60502-2
ENST00000357798	Q8IXF0-3
ENST00000357799	Q562F6
ENST00000357802	
ENST00000357806	Q13286-6
ENST00000357811	Q5TAT6-3
ENST00000357814	Q9BTE0
ENST00000357816	Q8N7J2-2
ENST00000357821	Q8WZ84
ENST00000357822	Q9BY07
ENST00000357825	Q7Z6B7-2
ENST00000357829	
ENST00000357836	Q6ZVN8-2
ENST00000357838	P12110-2
ENST00000357847	Q9NVV5
ENST00000357849	Q92905
ENST00000357852	
ENST00000357854	Q9UN86-2
ENST00000357857	
ENST00000357861	
ENST00000357864	Q8N720-4
ENST00000357865	P16949
ENST00000357866	
ENST00000357867	P02751-10
ENST00000357869	O43306-2
ENST00000357871	
ENST00000357872	Q6Q4G3
ENST00000357874	
ENST00000357876	
ENST00000357877	O95754
ENST00000357878	A6NHT5
ENST00000357880	Q52M75
ENST00000357881	Q33E94-2
ENST00000357884	
ENST00000357885	Q15059-2
ENST00000357886	Q96SZ6
ENST00000357887	P57103-7
ENST00000357890	O75150-4
ENST00000357895	Q96PU5-7
ENST00000357896	Q8IY31-3
ENST00000357898	Q96BD6
ENST00000357899	Q8NCP5
ENST00000357901	Q8N8Z8
ENST00000357903	P05067-8
ENST00000357904	
ENST00000357905	P33778
ENST00000357906	O75771-6
ENST00000357916	P43365
ENST00000357917	O94844
ENST00000357922	Q9UHC3-2
ENST00000357927	
ENST00000357936	P20711
ENST00000357943	
ENST00000357947	Q9Y6L7
ENST00000357948	Q9ULU8-2
ENST00000357949	Q9UHV2
ENST00000357955	Q16644
ENST00000357967	A8K979
ENST00000357970	O00499-5
ENST00000357971	P07311-2
ENST00000357972	Q8TDW5
ENST00000357975	
ENST00000357977	
ENST00000357980	
ENST00000357984	Q71RG4-2
ENST00000357985	P58499
ENST00000357988	Q9UPP1
ENST00000357991	Q8IZP9-2
ENST00000357992	P28324
ENST00000357996	
ENST00000357997	Q86XL3
ENST00000357998	O75072-2
ENST00000358001	
ENST00000358002	Q13409-7
ENST00000358004	Q8N945-3
ENST00000358005	Q9BV29
ENST00000358007	Q9H0S4
ENST00000358008	Q12904
ENST00000358010	O95359-5
ENST00000358011	Q9NX04
ENST00000358014	
ENST00000358015	P54727
ENST00000358022	Q2TAM9
ENST00000358024	O75069
ENST00000358025	Q8WXH0-2
ENST00000358026	
ENST00000358028	Q6P499-3
ENST00000358029	O14662-5
ENST00000358030	O75943-3
ENST00000358038	Q9NS61-2
ENST00000358039	Q8TDW4
ENST00000358043	Q15070-2
ENST00000358047	Q5HY64
ENST00000358049	P20151-2
ENST00000358053	Q9H1P3-2
ENST00000358055	P48751
ENST00000358056	P60983
ENST00000358062	
ENST00000358064	P62805
ENST00000358065	Q53H47
ENST00000358066	Q8NFY4-2
ENST00000358067	Q86UD4
ENST00000358070	
ENST00000358071	
ENST00000358072	Q8TB92-4
ENST00000358073	
ENST00000358075	
ENST00000358077	P53355
ENST00000358078	Q96FT7-4
ENST00000358079	
ENST00000358080	Q9UHJ3
ENST00000358082	
ENST00000358086	
ENST00000358087	Q6S8J3-2
ENST00000358094	
ENST00000358095	Q9P2G3-2
ENST00000358097	
ENST00000358100	Q99996-5
ENST00000358102	P08235
ENST00000358105	Q6V702
ENST00000358107	Q9NVV4-2
ENST00000358110	P47804-3
ENST00000358117	Q15777
ENST00000358120	Q8N349
ENST00000358127	Q02548
ENST00000358129	Q14192
ENST00000358130	P82970
ENST00000358131	Q96NM4
ENST00000358133	
ENST00000358134	Q7Z434-5
ENST00000358136	Q5THJ4
ENST00000358138	Q6ZUL3
ENST00000358139	P54750
ENST00000358140	
ENST00000358141	Q8TCA0-2
ENST00000358144	
ENST00000358146	Q9Y5R5
ENST00000358147	Q8N9V3-2
ENST00000358149	Q9UL40
ENST00000358151	Q8TF39-2
ENST00000358152	Q96HJ5-2
ENST00000358154	Q9H1A3
ENST00000358155	Q9UQ16-3
ENST00000358156	
ENST00000358157	Q99500
ENST00000358160	Q8IYS0
ENST00000358161	
ENST00000358163	
ENST00000358164	P20701-3
ENST00000358165	
ENST00000358170	P15529
ENST00000358171	P50454
ENST00000358173	P54760
ENST00000358178	P43629-2
ENST00000358181	Q12873-2
ENST00000358183	O94983-2
ENST00000358184	P14091
ENST00000358186	Q02338
ENST00000358187	Q8IWB1
ENST00000358192	
ENST00000358193	Q3ZCV2-2
ENST00000358196	Q99259
ENST00000358200	Q6P9F7
ENST00000358201	Q9H5N1
ENST00000358203	Q9BQF6-4
ENST00000358204	Q9UGI8
ENST00000358206	
ENST00000358207	Q9NZC9
ENST00000358208	P12931
ENST00000358212	
ENST00000358214	O00429-9
ENST00000358215	Q96IJ6
ENST00000358220	Q9Y2I8
ENST00000358227	Q96GE9-2
ENST00000358229	
ENST00000358230	Q9HC24
ENST00000358231	P0DI81
ENST00000358232	Q6IA86
ENST00000358234	
ENST00000358239	P62136-3
ENST00000358241	Q5QGT7
ENST00000358242	Q08495
ENST00000358244	O43497-5
ENST00000358246	Q9GZW8-2
ENST00000358249	Q9Y2C4-2
ENST00000358252	Q9C0C2
ENST00000358268	O95447
ENST00000358273	P21359
ENST00000358276	
ENST00000358278	P09493-3
ENST00000358282	O14717-5
ENST00000358290	Q8NBQ5
ENST00000358292	Q96LA6-3
ENST00000358293	Q9NTX9
ENST00000358295	Q7Z5A7-2
ENST00000358296	Q8IYN0
ENST00000358298	
ENST00000358299	Q8NDH6
ENST00000358301	O96013
ENST00000358303	Q86WB0
ENST00000358307	
ENST00000358308	
ENST00000358309	P49238-4
ENST00000358314	Q8NEY8-8
ENST00000358316	Q9Y691
ENST00000358321	Q9UGT4
ENST00000358326	Q8NFX7-2
ENST00000358328	Q9Y6S9
ENST00000358334	Q9NZM1-6
ENST00000358335	
ENST00000358337	Q9H6Y2
ENST00000358338	
ENST00000358344	Q99729-2
ENST00000358350	O94915
ENST00000358353	Q9HBB8
ENST00000358355	Q9Y2K6
ENST00000358356	Q01196-3
ENST00000358357	Q96HA1-2
ENST00000358358	Q86YB7-2
ENST00000358359	O43314
ENST00000358361	
ENST00000358365	Q8IXI2-3
ENST00000358367	
ENST00000358368	Q9HCS7
ENST00000358369	Q7L4E1
ENST00000358371	Q56UN5-3
ENST00000358372	Q15007
ENST00000358373	O00222-2
ENST00000358374	
ENST00000358375	Q8IYS5-2
ENST00000358377	Q8WV16
ENST00000358378	
ENST00000358380	
ENST00000358383	Q9NWS1
ENST00000358385	Q8WXF7
ENST00000358387	Q96J42
ENST00000358389	
ENST00000358392	P12107-2
ENST00000358393	
ENST00000358394	P13688-5
ENST00000358395	Q9Y225
ENST00000358397	Q6NXG1-3
ENST00000358399	Q9Y2T3
ENST00000358400	P21439-3
ENST00000358402	P61244-2
ENST00000358406	Q9Y2Q3
ENST00000358409	Q15561-3
ENST00000358410	P51530
ENST00000358413	Q6P1L6-3
ENST00000358415	P19823
ENST00000358417	
ENST00000358430	Q8N3L3
ENST00000358431	Q9BY89
ENST00000358432	P29317
ENST00000358433	A6NF89
ENST00000358434	Q8TC57-3
ENST00000358435	Q9P0U1
ENST00000358438	
ENST00000358439	
ENST00000358441	Q8IUR7-6
ENST00000358442	
ENST00000358444	
ENST00000358446	
ENST00000358450	Q9HCR9-2
ENST00000358455	
ENST00000358459	O43157-2
ENST00000358460	Q5XKR9
ENST00000358461	Q8N556
ENST00000358463	['Q6ZP98']
ENST00000358464	
ENST00000358465	Q9UPN9
ENST00000358469	
ENST00000358470	Q14765
ENST00000358472	
ENST00000358473	
ENST00000358474	
ENST00000358476	
ENST00000358477	Q9UBN4-2
ENST00000358480	
ENST00000358481	
ENST00000358484	
ENST00000358485	Q14790-9
ENST00000358487	P21802
ENST00000358491	Q86V71
ENST00000358495	P43351
ENST00000358502	Q9BQE5
ENST00000358503	P23468-2
ENST00000358505	Q9UGI6-3
ENST00000358506	P62140
ENST00000358510	Q9H165-6
ENST00000358511	A6NMZ7
ENST00000358514	P40306
ENST00000358517	Q9ULL1
ENST00000358519	P29973
ENST00000358522	O14511-4
ENST00000358523	O95780-3
ENST00000358524	Q6UY27
ENST00000358525	Q9NP91
ENST00000358526	Q5JQC9
ENST00000358527	Q9H790
ENST00000358528	O75534
ENST00000358531	Q14CB8
ENST00000358533	
ENST00000358534	
ENST00000358536	O43157
ENST00000358537	O75369-2
ENST00000358540	P54829
ENST00000358543	Q6UXT8
ENST00000358544	Q7Z7G8
ENST00000358545	O14788-2
ENST00000358546	
ENST00000358548	O43399-4
ENST00000358550	O43166-3
ENST00000358552	
ENST00000358556	P25101-4
ENST00000358559	P08118
ENST00000358571	P60673
ENST00000358572	Q96EY4
ENST00000358575	Q6UN15-5
ENST00000358576	
ENST00000358577	Q8TDZ2-2
ENST00000358580	
ENST00000358582	Q8N8C0-2
ENST00000358583	
ENST00000358585	Q6XE38
ENST00000358587	
ENST00000358590	O95180-2
ENST00000358591	Q86YJ6
ENST00000358595	P27540
ENST00000358597	Q92879
ENST00000358598	P10644
ENST00000358599	Q92731-2
ENST00000358600	P48960-2
ENST00000358601	
ENST00000358602	O75179
ENST00000358603	Q96E52-2
ENST00000358604	
ENST00000358607	Q96EN9
ENST00000358609	
ENST00000358615	P15421
ENST00000358621	
ENST00000358622	
ENST00000358625	P61964
ENST00000358632	P05108-2
ENST00000358635	Q15723-3
ENST00000358637	
ENST00000358642	Q9NZP5
ENST00000358647	Q96F15
ENST00000358649	Q96RG2-2
ENST00000358653	
ENST00000358654	
ENST00000358655	P23381-2
ENST00000358656	Q96C28
ENST00000358657	Q2Y0W8-2
ENST00000358658	Q9UQQ1
ENST00000358660	
ENST00000358662	Q9HB58
ENST00000358664	P61244
ENST00000358666	Q9BZL1
ENST00000358671	P31994
ENST00000358675	
ENST00000358677	Q9NUQ6
ENST00000358678	
ENST00000358679	Q8ND83-2
ENST00000358680	Q96A70-5
ENST00000358681	Q93063-2
ENST00000358683	Q9BY07-7
ENST00000358688	
ENST00000358689	Q9Y227
ENST00000358691	P42694
ENST00000358694	O60716-5
ENST00000358697	P98168
ENST00000358700	
ENST00000358701	Q6ZRP7
ENST00000358704	Q99592-2
ENST00000358707	Q13554-3
ENST00000358708	
ENST00000358711	Q9NWZ5-2
ENST00000358713	Q86YP4
ENST00000358715	O75330
ENST00000358716	Q9NRL2-2
ENST00000358719	
ENST00000358724	
ENST00000358726	
ENST00000358729	Q01433-4
ENST00000358730	P48380-2
ENST00000358731	A6H8Y1
ENST00000358738	Q9Y2K1-2
ENST00000358739	P0C0S8
ENST00000358741	Q9NZ94
ENST00000358743	P53814-6
ENST00000358744	Q7Z3V5
ENST00000358746	Q6PGP7
ENST00000358747	
ENST00000358748	
ENST00000358749	Q9Y5X5-2
ENST00000358752	P22083
ENST00000358755	O60353
ENST00000358756	
ENST00000358757	
ENST00000358758	Q7Z6L0
ENST00000358763	O14994
ENST00000358767	
ENST00000358768	Q8TEW8-2
ENST00000358769	P30039
ENST00000358771	P78324
ENST00000358772	
ENST00000358775	
ENST00000358776	P45954
ENST00000358777	Q7Z692-3
ENST00000358778	
ENST00000358779	Q9UQ88-4
ENST00000358780	Q5HYJ3
ENST00000358781	Q96BQ1
ENST00000358784	O14775-2
ENST00000358785	
ENST00000358786	P24386-2
ENST00000358788	
ENST00000358789	O43240
ENST00000358791	Q8TDM0
ENST00000358792	Q969Y2-2
ENST00000358794	P31948-2
ENST00000358799	
ENST00000358807	Q8TDZ2
ENST00000358808	P30622-1
ENST00000358812	Q5SRI9
ENST00000358813	P78556
ENST00000358815	
ENST00000358818	
ENST00000358821	Q96KN2
ENST00000358823	Q08AD1-3
ENST00000358825	Q9NQV6-7
ENST00000358830	
ENST00000358834	P54315
ENST00000358835	O60673
ENST00000358842	Q14410
ENST00000358849	Q9NUT2-2
ENST00000358855	Q76FK4-2
ENST00000358857	P35348-7
ENST00000358859	Q8TC90
ENST00000358864	Q8TDI7
ENST00000358866	Q9NVP4
ENST00000358867	Q8IUX1
ENST00000358869	Q8IWE2
ENST00000358871	
ENST00000358872	
ENST00000358883	Q92633
ENST00000358888	
ENST00000358892	
ENST00000358894	Q9P218
ENST00000358896	Q9NX74
ENST00000358897	B1AJZ9
ENST00000358901	P55072
ENST00000358906	Q5U5X8
ENST00000358907	Q9Y2K5
ENST00000358912	Q96FA3
ENST00000358913	Q86TC9
ENST00000358918	P05067-9
ENST00000358919	Q96QB1-1
ENST00000358923	Q08499-5
ENST00000358927	P30518
ENST00000358929	P15502-9
ENST00000358931	Q8IXJ6-4
ENST00000358932	Q9NPC3
ENST00000358933	Q6P2E9
ENST00000358935	Q9NX47
ENST00000358939	Q6V1X1-4
ENST00000358944	
ENST00000358945	P37088-5
ENST00000358950	
ENST00000358951	Q9H2M9
ENST00000358954	
ENST00000358965	Q14980-2
ENST00000358966	O95749
ENST00000358970	B2RU33
ENST00000358971	
ENST00000358975	
ENST00000358984	Q9BXX2
ENST00000358987	Q0D2J5
ENST00000358990	
ENST00000358991	
ENST00000358992	A6NJL1
ENST00000358993	
ENST00000358994	Q15257-2
ENST00000359001	Q6PIL6-3
ENST00000359003	Q14686
ENST00000359005	
ENST00000359008	
ENST00000359009	Q9Y2G2-1
ENST00000359013	P37173-2
ENST00000359015	Q99683
ENST00000359019	Q8IUH5-2
ENST00000359025	
ENST00000359028	Q99996-1
ENST00000359031	Q06547-4
ENST00000359032	O95782
ENST00000359033	
ENST00000359035	Q8NB15-1
ENST00000359039	Q9P2J3
ENST00000359040	Q8NI17-5
ENST00000359042	Q9BSJ5
ENST00000359044	Q6ZN55
ENST00000359047	
ENST00000359051	O43820-2
ENST00000359052	Q9H4L7-2
ENST00000359059	Q9H2X3-5
ENST00000359060	Q9NP77-2
ENST00000359061	
ENST00000359062	Q14432
ENST00000359069	A8MQ03
ENST00000359073	Q96N11-2
ENST00000359074	
ENST00000359076	P30511-2
ENST00000359079	Q8NHU3
ENST00000359082	Q9Y566-3
ENST00000359085	
ENST00000359086	Q6UW10
ENST00000359087	Q13564-4
ENST00000359088	
ENST00000359092	P30530-2
ENST00000359094	
ENST00000359100	O43555-3
ENST00000359102	
ENST00000359106	O43497
ENST00000359107	
ENST00000359114	Q9UGY1
ENST00000359117	P58340-5
ENST00000359118	
ENST00000359120	Q8TEC5
ENST00000359125	O43526
ENST00000359128	
ENST00000359130	
ENST00000359135	Q9UBP9
ENST00000359139	O75170-2
ENST00000359140	P0DPD6-3
ENST00000359141	
ENST00000359142	P20020-2
ENST00000359149	Q16720-2
ENST00000359151	P26715
ENST00000359152	
ENST00000359154	O00308
ENST00000359156	Q86VB7
ENST00000359158	
ENST00000359161	P48378
ENST00000359162	P62508-2
ENST00000359165	
ENST00000359167	
ENST00000359169	Q15746-3
ENST00000359171	
ENST00000359172	O43865-2
ENST00000359173	Q6ZN16-2
ENST00000359175	Q8NFR3
ENST00000359176	P20810-7
ENST00000359178	P13928
ENST00000359180	Q9HAU0-5
ENST00000359187	A7E2F4-3
ENST00000359188	Q8IZP0-6
ENST00000359191	O00267-2
ENST00000359193	P0C0S8
ENST00000359195	P48736
ENST00000359197	Q13422-7
ENST00000359201	
ENST00000359202	Q9BXU8
ENST00000359203	Q9NQL2-2
ENST00000359204	Q70Z53
ENST00000359205	Q9H869-3
ENST00000359206	P21439-2
ENST00000359208	
ENST00000359209	Q96J84
ENST00000359210	Q9NVU0-2
ENST00000359213	O60513
ENST00000359215	P33763-2
ENST00000359217	
ENST00000359218	Q8WZ42-10
ENST00000359221	P53779
ENST00000359225	
ENST00000359226	
ENST00000359227	Q14576
ENST00000359228	Q6UXB3
ENST00000359232	Q8N8R3
ENST00000359236	Q8N0Z9
ENST00000359237	Q9HBJ0
ENST00000359238	Q9Y5W9
ENST00000359239	
ENST00000359240	Q9UKF5
ENST00000359242	Q9ULJ1
ENST00000359244	Q9NVL1
ENST00000359246	O75151
ENST00000359247	Q2V2M9
ENST00000359253	
ENST00000359263	Q9NZM1
ENST00000359265	Q96HC4-5
ENST00000359271	O95528
ENST00000359272	P24071-10
ENST00000359273	Q9Y276
ENST00000359274	
ENST00000359276	Q9NRF8
ENST00000359280	Q13444-5
ENST00000359282	Q15366-4
ENST00000359285	Q9NRF2-3
ENST00000359286	Q6ZN79
ENST00000359293	Q8TE69
ENST00000359297	Q8N2I9-3
ENST00000359299	Q9UJ72
ENST00000359301	Q6PJT7-4
ENST00000359303	P68431
ENST00000359304	Q5H9F3-2
ENST00000359308	P12956
ENST00000359309	Q96SN8-3
ENST00000359310	
ENST00000359314	Q9Y5K6
ENST00000359315	Q6ZTW0
ENST00000359316	Q969Z3-2
ENST00000359318	
ENST00000359320	Q96DZ9-2
ENST00000359321	O43543
ENST00000359322	Q9NP98
ENST00000359323	
ENST00000359326	Q9NSG2
ENST00000359331	Q9NQ25-5
ENST00000359332	Q8N7A1
ENST00000359333	Q8IV31
ENST00000359337	O15031
ENST00000359341	
ENST00000359342	Q6NT52
ENST00000359345	Q499Z3
ENST00000359348	
ENST00000359350	Q8NH64
ENST00000359353	Q86XP3-2
ENST00000359354	P21802-14
ENST00000359357	Q96JB1
ENST00000359358	Q9P2G3
ENST00000359359	Q6UWU4-3
ENST00000359361	P54793
ENST00000359362	Q8WWZ3-2
ENST00000359365	Q9NS23-2
ENST00000359366	
ENST00000359369	
ENST00000359370	P05230
ENST00000359373	Q96P48-3
ENST00000359374	Q9P1U0
ENST00000359376	P16885
ENST00000359383	Q8NEM8-3
ENST00000359385	
ENST00000359388	O14576-3
ENST00000359393	Q9H4M9
ENST00000359396	
ENST00000359415	
ENST00000359421	
ENST00000359422	
ENST00000359426	P19367
ENST00000359428	P35658
ENST00000359429	Q96AT9
ENST00000359433	Q6UWP7-2
ENST00000359435	Q9NWV8
ENST00000359440	Q7Z5M5
ENST00000359441	O60258
ENST00000359445	Q7Z2Z2-2
ENST00000359446	O15165
ENST00000359450	O95411
ENST00000359451	Q92558
ENST00000359452	P47804-2
ENST00000359454	
ENST00000359461	
ENST00000359462	Q15366-2
ENST00000359465	Q99879
ENST00000359466	Q9UG01-3
ENST00000359467	Q06732
ENST00000359470	Q9BW04
ENST00000359478	Q13361
ENST00000359479	O00400
ENST00000359481	Q02325
ENST00000359484	Q9BY07-7
ENST00000359486	Q9UGU0
ENST00000359491	
ENST00000359492	P02647
ENST00000359495	Q96AQ8-2
ENST00000359499	Q8N1N4-2
ENST00000359500	O43435-2
ENST00000359511	Q96H78
ENST00000359512	
ENST00000359513	O75143
ENST00000359518	O75382
ENST00000359520	O15040
ENST00000359523	O95297
ENST00000359524	Q13950-2
ENST00000359525	
ENST00000359526	P26358-2
ENST00000359527	Q9NS73-3
ENST00000359530	Q9UI12
ENST00000359534	O95279
ENST00000359539	Q16653-6
ENST00000359540	P11274-2
ENST00000359541	Q8WUA4
ENST00000359543	P54851
ENST00000359544	Q9NZ09
ENST00000359546	Q6PUV4
ENST00000359548	Q6NUI2
ENST00000359551	Q9H0F6-2
ENST00000359558	P30988-1
ENST00000359560	P49757-3
ENST00000359562	P61296
ENST00000359564	Q9UL01
ENST00000359567	O14796-2
ENST00000359568	O95613
ENST00000359570	
ENST00000359574	Q8NES3-3
ENST00000359576	
ENST00000359579	O60218
ENST00000359586	Q9UGM3-9
ENST00000359591	Q7Z4F1
ENST00000359593	O00189
ENST00000359594	Q8NH03
ENST00000359595	Q96S86
ENST00000359596	P21817
ENST00000359597	
ENST00000359599	
ENST00000359600	Q9P217
ENST00000359606	O43439-4
ENST00000359610	Q8NGY2
ENST00000359611	P0C0S8
ENST00000359614	
ENST00000359617	O14662-6
ENST00000359621	P08217
ENST00000359623	Q9BV99
ENST00000359624	P35520
ENST00000359626	Q9NV66
ENST00000359629	Q9H165-3
ENST00000359632	
ENST00000359634	Q9ULF5
ENST00000359635	
ENST00000359636	Q16798
ENST00000359637	
ENST00000359640	Q9UQB3-2
ENST00000359642	P01258-2
ENST00000359644	P98194-9
ENST00000359645	P02686-4
ENST00000359646	Q9NTZ6
ENST00000359649	Q8IYS5-7
ENST00000359650	Q96LB8
ENST00000359651	P78545
ENST00000359653	Q9UGI0
ENST00000359655	Q8IYB8
ENST00000359659	
ENST00000359660	Q9UF56-3
ENST00000359662	Q12933-2
ENST00000359671	P02751-1
ENST00000359674	P48065
ENST00000359675	Q9UGV2-2
ENST00000359676	Q96MY1
ENST00000359678	Q6NVY1
ENST00000359679	O95954-2
ENST00000359680	P0DI81
ENST00000359681	
ENST00000359682	Q96R28
ENST00000359683	Q9GZT8-2
ENST00000359684	
ENST00000359685	Q9BZF3-2
ENST00000359686	Q8NB49-2
ENST00000359687	Q96PQ7-3
ENST00000359688	Q8NGZ3
ENST00000359689	O43526
ENST00000359690	
ENST00000359692	P50570-2
ENST00000359695	
ENST00000359697	Q9Y6J8
ENST00000359698	
ENST00000359704	Q8TC41-2
ENST00000359707	Q9UN86
ENST00000359708	
ENST00000359709	Q16666-6
ENST00000359712	
ENST00000359715	Q13795
ENST00000359718	B2RC85-2
ENST00000359720	
ENST00000359726	P05067-6
ENST00000359727	Q8N8Q9-2
ENST00000359735	P52744
ENST00000359740	O94810-2
ENST00000359741	Q15043-3
ENST00000359742	Q9Y3R0
ENST00000359744	Q8TCD6
ENST00000359747	Q86SJ6-2
ENST00000359750	Q9UBI4-6
ENST00000359751	P52798-2
ENST00000359755	Q02952-3
ENST00000359758	Q6PDA7-2
ENST00000359759	P39060
ENST00000359760	
ENST00000359761	O43516
ENST00000359763	
ENST00000359766	
ENST00000359774	Q8N9V3
ENST00000359775	Q8IZN3
ENST00000359782	Q9NXA8-3
ENST00000359783	Q86W34-5
ENST00000359785	Q9Y2R2
ENST00000359786	O00159
ENST00000359787	P02144
ENST00000359788	Q8TD23
ENST00000359790	
ENST00000359791	Q6W5P4-4
ENST00000359793	Q8IYX8
ENST00000359794	P08237
ENST00000359797	
ENST00000359798	Q8N4W9
ENST00000359801	Q5JXA9
ENST00000359803	P21741
ENST00000359814	Q96PB7-2
ENST00000359815	
ENST00000359822	
ENST00000359823	
ENST00000359827	Q9HCM2
ENST00000359831	O43734-5
ENST00000359832	P56134-3
ENST00000359836	P11532-15
ENST00000359838	
ENST00000359842	P48443
ENST00000359843	Q08050
ENST00000359846	Q96P26
ENST00000359847	Q16620-2
ENST00000359850	
ENST00000359856	O15511
ENST00000359858	Q5SVZ6
ENST00000359859	
ENST00000359860	
ENST00000359862	Q86YD3-2
ENST00000359863	Q9Y4A5
ENST00000359864	Q15561
ENST00000359865	Q9Y4B5-3
ENST00000359866	Q9BW61
ENST00000359867	P49674
ENST00000359872	Q16515
ENST00000359874	Q9NQ38-3
ENST00000359875	Q9XRX5
ENST00000359878	Q6PI47
ENST00000359882	Q9H237-3
ENST00000359883	Q9UIJ7-2
ENST00000359887	P78358-2
ENST00000359888	
ENST00000359889	P98173
ENST00000359890	Q86U06
ENST00000359893	
ENST00000359894	Q6T4P5-3
ENST00000359895	Q9NR12-2
ENST00000359898	
ENST00000359901	
ENST00000359902	
ENST00000359904	Q86W34
ENST00000359906	
ENST00000359907	P62805
ENST00000359918	Q96L15
ENST00000359920	Q6ZSZ5-1
ENST00000359926	Q96KR7-4
ENST00000359927	
ENST00000359928	P29590-14
ENST00000359929	O95490-2
ENST00000359930	Q8IWU5
ENST00000359933	Q96BY7
ENST00000359935	Q8N594-2
ENST00000359939	
ENST00000359941	
ENST00000359942	Q9Y573-2
ENST00000359943	Q92520
ENST00000359944	
ENST00000359945	A2RUB1-5
ENST00000359947	P10586
ENST00000359949	Q99571-2
ENST00000359957	Q9HCU9
ENST00000359959	Q8NG85
ENST00000359962	
ENST00000359963	Q96SF2
ENST00000359971	Q6ZMY9
ENST00000359972	O14727-3
ENST00000359973	Q6ZN19-2
ENST00000359975	
ENST00000359978	P52742-2
ENST00000359979	Q9H7U1-2
ENST00000359980	Q5T4F4-2
ENST00000359982	O43699-5
ENST00000359983	Q93084-5
